budget,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_count,director,main_genre_top10,opinion
0,indian territory horse ranch stetson urbanisierung,en,All Hat,"An ex-con returns to his rural Ontario roots and outwits a corrupt and wealthy thoroughbred owner trying to take over a slew of local farms. Ray Dokes, a charming ex-ballplayer, returns from jail to discover the rural landscape of his childhood transformed by urban development. Determined to stay out of trouble, Ray heads to the farm of his old friend Pete Culpepper, a crusty Texas cowboy who trains losing racehorses and whose debts are growing faster than his corn.",0.137535,2007-09-11,0,89.0,Released,1,Leonard Farlinger,Action,0
75000000,assassin,en,Killers,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",23.004607,2010-06-04,98159963,100.0,Released,772,Robert Luketic,Action,0
80000000,competition world war i great depression caddy savannah,en,The Legend of Bagger Vance,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",16.848899,2000-11-02,39459427,126.0,Released,251,Robert Redford,Fantasy,1
9500000,rape obsession lie job independent film,en,Trust,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",21.230737,2010-09-10,120000,104.0,Released,307,David Schwimmer,Crime,1
0,warrior woman number in title,en,三国之见龙卸甲,"The aging Zhao embarks on his final and greatest campaign, a road to adventure that will crown his name in glory for all time.",4.127155,2008-04-03,0,102.0,Released,35,Daniel Lee,Action,1
0,,en,Smoke Signals,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains",2.304552,1998-01-16,0,89.0,Released,24,Chris Eyre,Drama,1
43000000,roommate marriage aftercreditsstinger duringcreditsstinger,en,The Sweetest Thing,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",18.65632,2002-04-12,68696770,84.0,Released,280,Roger Kumble,Romance,0
90000000,mars spacecraft space travel alien long take,en,Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",16.058284,2000-03-10,60874615,114.0,Released,369,Brian De Palma,others,0
0,,en,Thomas and the Magic Railroad,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",1.916351,2000-07-26,0,85.0,Released,8,Britt Allcroft,Animation,0
78146652,spy,en,Duplicity,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,13.630049,2009-03-19,60000000,125.0,Released,201,Tony Gilroy,Romance,0
18000000,secret identity self sacrifice magic virgin solar eclipse,en,Dragonslayer,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.,3.258422,1981-06-26,14110013,108.0,Released,67,Matthew Robbins,Fantasy,1
8000000,suicide depression independent film coming of age teen movie,en,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,13.143045,2010-07-06,6491240,101.0,Released,672,Ryan Fleck,Comedy,1
185000000,dc comics crime fighter secret identity scarecrow sadism,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",187.322927,2008-07-16,1004558444,152.0,Released,12002,Christopher Nolan,Drama,1
35000000,adultery robbery based on novel professor college,en,Wonder Boys,"Grady (Michael Douglas) is a 50-ish English professor who hasn't had a thing published in years -- not since he wrote his award winning ""Great American Novel"" 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.",9.011729,2000-02-22,0,111.0,Released,161,Curtis Hanson,Comedy,1
140000000,exotic island blacksmith east india trading company gold marriage proposal,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,2003-07-09,655011224,143.0,Released,6985,Gore Verbinski,Adventure,1
74500000,brother brother relationship loss of brother cambodia chase tiger,en,Deux frères,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",8.884317999999997,2004-04-07,62172050,109.0,Released,180,Jean-Jacques Annaud,Adventure,1
15000000,prison prisoner dream drug dealer nightclub,en,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",30.19603900000001,2002-12-16,13060843,135.0,Released,629,Spike Lee,Crime,1
0,musical zombie,en,Poultrygeist: Night of the Chicken Dead,"Humans... the other white meat... Unless you're black, then it's dark meat... Or if you are Asian, then it's yellow meat... Or if you are Native American, it's red meat...",3.905877,2006-12-26,0,103.0,Released,41,Lloyd Kaufman,Horror,0
4200000,guerrilla colorado invasion anti-communism near future,en,Red Dawn,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.",11.743085,1984-08-10,38376497,114.0,Released,215,John Milius,Action,1
0,,hi,कृष,"Krishna (Roshan) is born with magical powers - a legacy from his father. Priya (Chopra) comes into his life and becomes his world. When she beckons him to Singapore, he follows. In Singapore, Dr. Siddhant Arya (Shah), the megalomaniac scientist is on the verge of changing the future forever. Only one man stands between Dr. Siddharth Arya and his destructive dreams. To block his ruthless ambitions -- Krishna must become Krrish.",3.759988,2006-06-23,0,154.0,Released,46,Rakesh Roshan,Action,0
35000000,new love ten commandments bride bridegroom marriage,en,License to Wed,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",14.503568,2007-07-04,69307224,91.0,Released,253,Ken Kwapis,Comedy,0
